Date,Stage,Match,Team,Players,Pick,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,Time,MVP,K,D,A,Gold,Level,Win,Tower,Lord ,Turtle,"Buff
 Biru","Buff 
Merah"
4/7/2024,Regular Season,2,DRoar Legends,SHADOW,Dyrroth,Fighter,Masha,Fighter/Tank,Flicker,Tank,Firmness,Tenacity,Brave Smite,15:23,0,0,4,7,7758,14,Win,8,2,2,9,9
4/7/2024,Regular Season,2,PRO Esports,Donut,Brody,Marksman,Mathilda,Support/Assassin,Flicker,Assassin,Rupture,Master Assassin,Quantum Charge,15:23,0,1,0,3,9846,15,Lose,2,0,1,6,7
4/7/2024,Regular Season,2,PRO Esports,SAA,Arlott,Fighter/Assassin,X.Borg,Fighter,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,15:23,0,1,2,3,5963,13,Lose,2,0,1,6,7
4/7/2024,Regular Season,2,PRO Esports,Naja,Vexana,Mage,Angela,Support,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,15:23,0,3,1,1,8148,14,Lose,2,0,1,6,7
4/7/2024,Regular Season,2,PRO Esports,Boyet,Fredrinn,Fighter/Tank,Yu Zhong,Fighter,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,15:23,0,0,3,3,7760,15,Lose,2,0,1,6,7
4/7/2024,Regular Season,2,PRO Esports,Tong,Cici,Fighter,Terizla,Fighter,Vengeance,Fighter,Inspire,Festival of Blood,Brave Smite,15:23,0,0,3,3,8125,14,Lose,2,0,1,6,7
4/7/2024,Regular Season,3,PRO Esports,Donut,Wanwan,Marksman,X.Borg,Fighter,Inspire,Marskman,Swift,Tenacity,Quantum Charge,15:22,0,1,3,1,9215,14,Lose,0,0,0,5,5
4/7/2024,Regular Season,3,PRO Esports,SAA,Angela,Support,Joy,Assassin,Flicker,Support,Inspire,Wilderness Blessing.,Focusing Mark,15:22,0,1,1,3,6315,13,Lose,0,0,0,5,5
4/7/2024,Regular Season,3,PRO Esports,Naja,Lylia,Mage,Minotaur,Tank/Support,Purify,Mage,Inspire,Wilderness Blessing.,Impure Rage,15:22,0,0,3,2,7148,13,Lose,0,0,0,5,5
4/7/2024,Regular Season,3,PRO Esports,Boyet,Barats,Tank/Fighter,Kaja,Support/Fighter,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,15:22,0,1,3,2,8419,15,Lose,0,0,0,5,5
4/7/2024,Regular Season,3,PRO Esports,Tong,Cici,Fighter,Karrie,Marksman,Vengeance,Fighter,Inspire,Festival of Blood,Brave Smite,15:22,0,1,3,0,8324,14,Lose,0,0,0,5,5
4/7/2024,Regular Season,3,DRoar Legends,Wickyy,Natan,Marksman,Claude,Marksman,Flicker,Mage,Swift,Bargain Hunter,Weakness Finder,15:22,1,5,0,2,12364,15,Win,9,2,3,9,9
4/7/2024,Regular Season,3,DRoar Legends,CADENZA,Arlott,Fighter/Assassin,Yu Zhong,Fighter,Flicker,Common,Thrill,Wilderness Blessing.,Brave Smite,15:22,0,3,1,5,7970,14,Win,9,2,3,9,9
4/7/2024,Regular Season,3,DRoar Legends,Aykii,Valentina,Mage,Mathilda,Support/Assassin,Purify,Mage,Rupture,Wilderness Blessing.,Impure Rage,15:22,0,2,2,10,10033,15,Win,9,2,3,9,9
4/7/2024,Regular Season,3,DRoar Legends,Linnn,Fredrinn,Fighter/Tank,Chip, Support/Tanker,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,15:22,0,0,0,7,10250,15,Win,9,2,3,9,9
4/7/2024,Regular Season,3,DRoar Legends,SHADOW,Paquito,Fighter/Assassin,Masha,Fighter/Tank,Flicker,Fighter,Rupture,Festival of Blood,Lethal Ignition,15:22,0,3,1,4,11389,15,Win,9,2,3,9,9
4/7/2024,Regular Season,1,Team SV,SADBOYY,Karrie,Marksman,Chou,Fighter,Flicker,Fighter,Swift,Festival of Blood,Quantum Charge,14:06,0,3,0,3,10437,15,Win,6,1,2,8,7
4/7/2024,Regular Season,1,Team SV,Rapidoot,Kaja,Support/Fighter,Barats,Tank/Fighter,Flicker,Support,Inspire,Wilderness Blessing.,Quantum Charge,14:06,0,0,0,10,6376,12,Win,6,1,2,8,7
4/7/2024,Regular Season,1,Team SV,Krayyy,Luo Yi,Mage,Nolan,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,14:06,0,3,0,6,7293,13,Win,6,1,2,8,7
4/7/2024,Regular Season,1,Team SV,Kevs1,Fredrinn,Fighter/Tank,Masha,Fighter/Tank,Retribution,Support,Vitality,Seasoned Hunter,Quantum Charge,14:06,1,1,0,8,8626,15,Win,6,1,2,8,7
4/7/2024,Regular Season,1,Team SV,Aries,Arlott,Fighter/Assassin,Chip, Support/Tanker,Flicker,Common,Thrill,Tenacity,Brave Smite,14:06,0,4,1,3,8375,14,Win,6,1,2,8,7
4/7/2024,Regular Season,1,"See You Soon",Hesa,Claude,Marksman,Mathilda,Support/Assassin,Flicker,Common,Swift,Master Assassin,Brave Smite,14:06,0,0,2,0,8067,13,Lose,1,0,1,6,6
4/7/2024,Regular Season,1,"See You Soon",BoxiTheKing,Minotaur,Tank/Support,Angela,Support,Flicker,Tank,Vitality,Wilderness Blessing.,Concussive Blast,14:06,0,0,4,1,4961,11,Lose,1,0,1,6,6
4/7/2024,Regular Season,1,"See You Soon",Raa,Novaria,Mage,Roger,Fighter/Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,14:06,0,0,1,1,6615,12,Lose,1,0,1,6,6
4/7/2024,Regular Season,1,"See You Soon",MPTheKing,Baxia,Tank,Paquito,Fighter/Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,14:06,0,1,2,0,7304,14,Lose,1,0,1,6,6
4/7/2024,Regular Season,1,"See You Soon",SryImFelix,X.Borg,Fighter,Valentina,Mage,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,14:06,0,0,2,1,6951,13,Lose,1,0,1,6,6
4/7/2024,Regular Season,2,"See You Soon",Hesa,Karrie,Marksman,X.Borg,Fighter,Purify,Common,Firmness,Master Assassin,Brave Smite,23:09,0,5,0,5,14577,15,Lose,7,2,3,16,12
4/7/2024,Regular Season,2,"See You Soon",BoxiTheKing,Grock,Tank/Fighter,Novaria,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,23:09,0,1,4,8,10099,15,Lose,7,2,3,16,12
4/7/2024,Regular Season,2,"See You Soon",Raa,Valentina,Mage,Masha,Fighter/Tank,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,23:09,0,2,7,7,10663,15,Lose,7,2,3,16,12
4/7/2024,Regular Season,2,"See You Soon",MPTheKing,Nolan,Assassin,Faramis,Support/Mage,Retribution,Assassin,Thrill,Seasoned Hunter,Lethal Ignition,23:09,0,7,5,4,16730,15,Lose,7,2,3,16,12
4/7/2024,Regular Season,2,"See You Soon",SryImFelix,Thamuz,Fighter,Vexana,Mage,Vengeance,Fighter,Swift,Festival of Blood,Brave Smite,23:09,0,4,5,10,13901,15,Lose,7,2,3,16,12
4/7/2024,Regular Season,2,Team SV,SADBOYY,Roger,Fighter/Marksman,Chou,Fighter,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,23:09,0,6,3,11,14971,15,Win,4,1,0,7,8
4/7/2024,Regular Season,2,Team SV,Rapidoot,Tigreal,Tank,Yu Zhong,Fighter,Flicker,Tank,Vitality,Wilderness Blessing.,Brave Smite,23:09,0,1,4,16,11790,15,Win,4,1,0,7,8
4/7/2024,Regular Season,2,Team SV,Krayyy,Nana,Mage,Angela,Support,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,23:09,1,8,2,11,14123,15,Win,4,1,0,7,8
4/7/2024,Regular Season,2,Team SV,Kevs1,Fredrinn,Fighter/Tank,Chip, Support/Tanker,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,23:09,0,2,2,14,13199,15,Win,4,1,0,7,8
4/7/2024,Regular Season,2,Team SV,Aries,Arlott,Fighter/Assassin,Mathilda,Support/Assassin,Flicker,Common,Thrill,Tenacity,Brave Smite,23:09,0,4,8,11,14797,15,Win,4,1,0,7,8
4/7/2024,Regular Season,1,Duck Rice Esport,Kydz,Roger,Fighter/Marksman,Luo Yi,Mage,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,31:55,0,5,2,4,20770,15,Lose,9,2,2,14,14
4/7/2024,Regular Season,1,Duck Rice Esport,KTANK,Minotaur,Tank/Support,Chip, Support/Tanker,Flicker,Tank,Vitality,Wilderness Blessing.,Concussive Blast,31:55,0,2,5,9,14632,15,Lose,9,2,2,14,14
4/7/2024,Regular Season,1,Duck Rice Esport,NJ,Terizla,Fighter,Masha,Fighter/Tank,Flicker,Fighter,Firmness,Festival of Blood,Brave Smite,31:55,0,1,5,8,14958,15,Lose,9,2,2,14,14
4/7/2024,Regular Season,1,Duck Rice Esport,Darkside,Joy,Assassin,Grock,Tank/Fighter,Retribution,Mage,Thrill,Seasoned Hunter,Impure Rage,31:55,0,6,4,3,21076,15,Lose,9,2,2,14,14
4/7/2024,Regular Season,1,Duck Rice Esport,Yamikaze,Lapu-Lapu,Fighter,Lylia,Mage,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,31:55,0,0,5,8,16530,15,Lose,9,2,2,14,14
4/7/2024,Regular Season,1,Team Max,Layy,Claude,Marksman,Karrie,Marksman,Purify,Common,Firmness,Master Assassin,Brave Smite,31:55,0,4,3,11,21286,15,Win,8,3,1,16,8
4/7/2024,Regular Season,1,Team Max,Tyyy,Tigreal,Tank,Natalia,Assassin,Flicker,Fighter,Firmness,Wilderness Blessing.,Brave Smite,31:55,0,0,3,13,13955,15,Win,8,3,1,16,8
4/7/2024,Regular Season,1,Team Max,MasterBiiMo,Valentina,Mage,Angela,Support,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,31:55,0,3,3,12,16139,15,Win,8,3,1,16,8
4/7/2024,Regular Season,1,Team Max,Flick,Barats,Tank/Fighter,Nolan,Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Brave Smite,31:55,0,4,3,13,19017,15,Win,8,3,1,16,8
4/7/2024,Regular Season,1,Team Max,Renzio,X.Borg,Fighter,Mathilda,Support/Assassin,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,31:55,1,10,2,7,19260,15,Win,8,3,1,16,8
4/7/2024,Regular Season,2,Duck Rice Esport,Kydz,Karrie,Marksman,Luo Yi,Mage,Purify,Common,Firmness,Master Assassin,Brave Smite,16:07,0,1,2,1,11093,15,Lose,3,1,3,8,8
4/7/2024,Regular Season,2,Duck Rice Esport,KTANK,Minotaur,Tank/Support,Chip, Support/Tanker,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,16:07,0,1,3,4,6968,14,Lose,3,1,3,8,8
4/7/2024,Regular Season,2,Duck Rice Esport,NJ,Phoveus,Fighter,Masha,Fighter/Tank,Purify,Mage,Rupture,Tenacity,Brave Smite,16:07,0,1,1,4,8542,14,Lose,3,1,3,8,8
4/7/2024,Regular Season,2,Duck Rice Esport,Darkside,Benedetta,Assassin/Fighter,Claude,Marksman,Retribution,Assassin,Thrill,Seasoned Hunter,Impure Rage,16:07,0,1,2,3,10117,15,Lose,3,1,3,8,8
4/7/2024,Regular Season,2,Duck Rice Esport,Yamikaze,Lapu-Lapu,Fighter,Grock,Tank/Fighter,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,16:07,0,1,3,3,7794,14,Lose,3,1,3,8,8
4/7/2024,Regular Season,2,Team Max,Layy,Natan,Marksman,Martis,Fighter,Purify,Mage,Swift,Tenacity,Quantum Charge,16:07,0,4,0,3,12192,15,Win,7,1,0,10,9
4/7/2024,Regular Season,2,Team Max,Tyyy,Tigreal,Tank,Arlott,Fighter/Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,16:07,0,0,2,5,7259,14,Win,7,1,0,10,9
4/7/2024,Regular Season,2,Team Max,MasterBiiMo,Lylia,Mage,Angela,Support,Purify,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,16:07,0,0,1,8,9005,14,Win,7,1,0,10,9
4/7/2024,Regular Season,2,Team Max,Flick,Nolan,Assassin,Joy,Assassin,Retribution,Assassin,Thrill,Seasoned Hunter,Lethal Ignition,16:07,1,7,0,2,13737,15,Win,7,1,0,10,9
4/7/2024,Regular Season,2,Team Max,Renzio,Barats,Tank/Fighter,Mathilda,Support/Assassin,Flicker,Common,Agility,Tenacity,Brave Smite,16:07,0,0,2,6,8618,14,Win,7,1,0,10,9
4/20/2024,Regular Season,1,"See You Soon",Hesa,Harith,Mage,Minotaur,Tank/Support,Purify,Mage,Inspire,Bargain Hunter,Impure Rage,17:37,1,3,0,8,11948,15,Win,7,2,3,11,7
4/20/2024,Regular Season,1,"See You Soon",BoxiTheKing,Chou,Fighter,Cici,Fighter,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,17:37,0,1,1,7,8419,15,Win,7,2,3,11,7
4/20/2024,Regular Season,1,"See You Soon",Raa,Vexana,Mage,Mathilda,Support/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,17:37,0,3,0,9,9745,15,Win,7,2,3,11,7
4/20/2024,Regular Season,1,"See You Soon",MPTheKing,Fredrinn,Fighter/Tank,Natan,Marksman,Retribution,Fighter,Thrill,Seasoned Hunter,Concussive Blast,17:37,0,3,4,7,10388,15,Win,7,2,3,11,7
4/20/2024,Regular Season,1,"See You Soon",SryImFelix,Paquito,Fighter/Assassin,Faramis,Support/Mage,Flicker,Mage,Rupture,Festival of Blood,Quantum Charge,17:37,0,5,3,5,10520,15,Win,7,2,3,11,7
4/20/2024,Regular Season,1,Team Flash KH,Owl,Karrie,Marksman,Angela,Support,Purify,Common,Firmness,Master Assassin,Brave Smite,17:37,0,3,3,4,11954,15,Lose,1,0,0,7,9
4/20/2024,Regular Season,1,Team Flash KH,D7,Franco,Tank,Nolan,Assassin,Flicker,Support,Agility,Pull Yourself Together,Focusing Mark,17:37,0,1,2,2,6984,15,Lose,1,0,0,7,9
4/20/2024,Regular Season,1,Team Flash KH,C Cat,Novaria,Mage,Masha,Fighter/Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,17:37,0,1,2,5,10530,15,Lose,1,0,0,7,9
4/20/2024,Regular Season,1,Team Flash KH,Rindo,Baxia,Tank,Grock,Tank/Fighter,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,17:37,0,2,3,3,8184,15,Lose,1,0,0,7,9
4/20/2024,Regular Season,1,Team Flash KH,ATM,Arlott,Fighter/Assassin,Yu Zhong,Fighter,Flicker,Common,Thrill,Wilderness Blessing.,Brave Smite,17:37,0,1,5,2,7897,14,Lose,1,0,0,7,9
4/20/2024,Regular Season,2,"See You Soon",Hesa,Claude,Marksman,Nana,Mage,Purify,Common,Swift,Wilderness Blessing.,Quantum Charge,17:57,0,5,2,2,12175,15,Lose,5,1,1,9,6
4/20/2024,Regular Season,2,"See You Soon",BoxiTheKing,Arlott,Fighter/Assassin,Cici,Fighter,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,17:57,0,1,5,0,6984,13,Lose,5,1,1,9,6
4/20/2024,Regular Season,2,"See You Soon",Raa,Vexana,Mage,Natan,Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,17:57,0,1,0,5,9375,15,Lose,5,1,1,9,6
4/20/2024,Regular Season,2,"See You Soon",MPTheKing,Fredrinn,Fighter/Tank,Mathilda,Support/Assassin,Retribution,Fighter,Thrill,Seasoned Hunter,Concussive Blast,17:57,0,0,3,7,9230,15,Lose,5,1,1,9,6
4/20/2024,Regular Season,2,"See You Soon",SryImFelix,Yu Zhong,Fighter,Faramis,Support/Mage,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,17:57,0,1,4,5,8904,15,Lose,5,1,1,9,6
4/20/2024,Regular Season,2,Team Flash KH,Owl,Harith,Mage,Angela,Support,Purify,Mage,Inspire,Festival of Blood,Impure Rage,17:57,0,5,3,5,12017,15,Win,9,1,2,8,9
4/20/2024,Regular Season,2,Team Flash KH,D7,Minotaur,Tank/Support,Nolan,Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,17:57,0,0,2,13,8650,15,Win,9,1,2,8,9
4/20/2024,Regular Season,2,Team Flash KH,C Cat,Lylia,Mage,Masha,Fighter/Tank,Purify,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,17:57,1,3,0,8,12671,15,Win,9,1,2,8,9
4/20/2024,Regular Season,2,Team Flash KH,Rindo,Baxia,Tank,X.Borg,Fighter,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,17:57,0,3,0,8,10314,15,Win,9,1,2,8,9
4/20/2024,Regular Season,2,Team Flash KH,ATM,Terizla,Fighter,Karrie,Marksman,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,17:57,0,3,3,6,9648,15,Win,9,1,2,8,9
4/20/2024,Regular Season,3,"See You Soon",Hesa,Harith,Mage,Floryn,Support,Purify,Mage,Inspire,Bargain Hunter,Impure Rage,15:52,0,0,3,3,8789,14,Lose,2,0,3,7,7
4/20/2024,Regular Season,3,"See You Soon",BoxiTheKing,Grock,Tank/Fighter,Nana,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,15:52,0,1,2,1,6297,12,Lose,2,0,3,7,7
4/20/2024,Regular Season,3,"See You Soon",Raa,Gord,Mage,Minotaur,Tank/Support,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,15:52,0,1,0,2,8630,14,Lose,2,0,3,7,7
4/20/2024,Regular Season,3,"See You Soon",MPTheKing,Fredrinn,Fighter/Tank,Mathilda,Support/Assassin,Retribution,Fighter,Thrill,Seasoned Hunter,Concussive Blast,15:52,0,2,1,1,9140,15,Lose,2,0,3,7,7
4/20/2024,Regular Season,3,"See You Soon",SryImFelix,Arlott,Fighter/Assassin,Faramis,Support/Mage,Flicker,Common,Rupture,Tenacity,Brave Smite,15:52,0,1,7,2,6700,13,Lose,2,0,3,7,7
4/20/2024,Regular Season,3,Team Flash KH,Owl,Natan,Marksman,Angela,Support,Purify,Mage,Thrill,Bargain Hunter,Weakness Finder,15:52,1,5,1,5,13075,15,Win,9,2,0,10,7
4/20/2024,Regular Season,3,Team Flash KH,D7,Rafaela,Support,Nolan,Assassin,Purify,Common,Agility,Wilderness Blessing.,Quantum Charge,15:52,0,1,1,11,7673,14,Win,9,2,0,10,7
4/20/2024,Regular Season,3,Team Flash KH,C Cat,Nana,Mage,Masha,Fighter/Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,15:52,0,3,0,7,9824,15,Win,9,2,0,10,7
4/20/2024,Regular Season,3,Team Flash KH,Rindo,Baxia,Tank,Luo Yi,Mage,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,15:52,0,1,1,6,8141,15,Win,9,2,0,10,7
4/20/2024,Regular Season,3,Team Flash KH,ATM,Terizla,Fighter,Vexana,Mage,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,15:52,0,3,2,3,9109,15,Win,9,2,0,10,7
4/20/2024,Regular Season,1,CFU Gaming,Xingg,Natan,Marksman,Grock,Tank/Fighter,Purify,Mage,Swift,Bargain Hunter,Weakness Finder,14:33,0,5,2,2,11680,15,Win,0,0,0,3,0
4/20/2024,Regular Season,1,CFU Gaming,Flamezy,Floryn,Support,X.Borg,Fighter,Flicker,Support,Agility,Bargain Hunter,Focusing Mark,14:33,0,0,3,8,6815,13,Win,0,0,0,3,0
4/20/2024,Regular Season,1,CFU Gaming,Zee,Novaria,Mage,Minotaur,Tank/Support,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,14:33,0,0,0,8,8546,14,Win,0,0,0,3,0
4/20/2024,Regular Season,1,CFU Gaming,Detective,Fredrinn,Fighter/Tank,Baxia,Tank,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,14:33,0,0,2,6,7903,15,Win,0,0,0,3,0
4/20/2024,Regular Season,1,CFU Gaming,Wadu,Terizla,Fighter,Angela,Support,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,14:33,1,3,1,5,9045,14,Win,0,0,0,3,0
4/20/2024,Regular Season,1,DRoar Legends,Wickyy,Karrie,Marksman,Mathilda,Support/Assassin,Flicker,Common,Swift,Master Assassin,Brave Smite,14:33,0,1,1,3,10577,14,Lose,0,0,0,3,1
4/20/2024,Regular Season,1,DRoar Legends,CADENZA,Arlott,Fighter/Assassin,Faramis,Support/Mage,Flicker,Common,Thrill,Wilderness Blessing.,Brave Smite,14:33,0,2,2,5,6257,13,Lose,0,0,0,3,1
4/20/2024,Regular Season,1,DRoar Legends,Aykii,Vexana,Mage,Masha,Fighter/Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,14:33,0,3,1,4,8371,14,Lose,0,0,0,3,1
4/20/2024,Regular Season,1,DRoar Legends,Linnn,Barats,Tank/Fighter,Luo Yi,Mage,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,14:33,0,0,3,6,7700,15,Lose,0,0,0,3,1
4/20/2024,Regular Season,1,DRoar Legends,SHADOW,Paquito,Fighter/Assassin,Chip, Support/Tanker,Flicker,Fighter,Rupture,Festival of Blood,Lethal Ignition,14:33,0,2,1,1,10414,15,Lose,0,0,0,3,1
4/20/2024,Regular Season,2,CFU Gaming,Xingg,Claude,Marksman,Kaja,Support/Fighter,Purify,Common,Swift,Tenacity,Quantum Charge,19:06,1,3,1,6,14824,15,Win,9,1,1,10,6
4/20/2024,Regular Season,2,CFU Gaming,Flamezy,Ruby,Fighter/Tank,Valentina,Mage,Flicker,Tank,Firmness,Tenacity,Concussive Blast,19:06,0,0,4,13,9713,15,Win,9,1,1,10,6
4/20/2024,Regular Season,2,CFU Gaming,Zee,Luo Yi,Mage,Natan,Marksman,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,19:06,0,8,4,7,11652,15,Win,9,1,1,10,6
4/20/2024,Regular Season,2,CFU Gaming,Detective,Barats,Tank/Fighter,X.Borg,Fighter,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,19:06,0,4,4,10,11359,15,Win,9,1,1,10,6
4/20/2024,Regular Season,2,CFU Gaming,Wadu,Arlott,Fighter/Assassin,Angela,Support,Flicker,Common,Rupture,Festival of Blood,Brave Smite,19:06,0,3,3,10,11326,15,Win,9,1,1,10,6
4/20/2024,Regular Season,2,DRoar Legends,Wickyy,Karrie,Marksman,Mathilda,Support/Assassin,Flicker,Common,Swift,Master Assassin,Brave Smite,19:06,0,6,4,4,14231,15,Lose,9,2,1,4,8
4/20/2024,Regular Season,2,DRoar Legends,CADENZA,Grock,Tank/Fighter,Faramis,Support/Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,19:06,0,0,2,10,9318,15,Lose,9,2,1,4,8
4/20/2024,Regular Season,2,DRoar Legends,Aykii,Lylia,Mage,Minotaur,Tank/Support,Purify,Mage,Inspire,Wilderness Blessing.,Impure Rage,19:06,0,4,4,12,13262,15,Lose,9,2,1,4,8
4/20/2024,Regular Season,2,DRoar Legends,Linnn,Fredrinn,Fighter/Tank,Chip, Support/Tanker,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,19:06,0,1,5,11,11048,15,Lose,9,2,1,4,8
4/20/2024,Regular Season,2,DRoar Legends,SHADOW,Cici,Fighter,Masha,Fighter/Tank,Vengeance,Fighter,Rupture,Festival of Blood,Brave Smite,19:06,0,5,3,6,12750,15,Lose,9,2,1,4,8
4/20/2024,Regular Season,1,PRO Esports,Donut,Natan,Marksman,Luo Yi,Mage,Purify,Mage,Rupture,Bargain Hunter,Weakness Finder,23:58,0,4,2,3,17819,15,Win,8,2,1,12,13
4/20/2024,Regular Season,1,PRO Esports,SAA,Arlott,Fighter/Assassin,Lylia,Mage,Flicker,Tank,Thrill,Wilderness Blessing.,Brave Smite,23:58,0,1,3,7,11976,15,Win,8,2,1,12,13
4/20/2024,Regular Season,1,PRO Esports,Naja,Novaria,Mage,Valentina,Mage,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,23:58,0,0,2,10,12665,15,Win,8,2,1,12,13
4/20/2024,Regular Season,1,PRO Esports,Boyet,Fredrinn,Fighter/Tank,Nolan,Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,23:58,0,2,3,8,13708,15,Win,8,2,1,12,13
4/20/2024,Regular Season,1,PRO Esports,Tong,X.Borg,Fighter,Joy,Assassin,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,23:58,1,3,1,7,14483,15,Win,8,2,1,12,13
4/20/2024,Regular Season,1,Team Max,Layy,Claude,Marksman,Mathilda,Support/Assassin,Purify,Common,Swift,Master Assassin,Brave Smite,23:58,0,2,2,3,14753,15,Lose,8,2,2,16,12
4/20/2024,Regular Season,1,Team Max,Tyyy,Minotaur,Tank/Support,Chip, Support/Tanker,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,23:58,0,0,4,8,10204,15,Lose,8,2,2,16,12
4/20/2024,Regular Season,1,Team Max,MasterBiiMo,Vexana,Mage,Masha,Fighter/Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,23:58,0,2,0,5,10901,15,Lose,8,2,2,16,12
4/20/2024,Regular Season,1,Team Max,Flick,Fanny,Assassin,Floryn,Support,Retribution,Assassin,Rupture,Seasoned Hunter,Lethal Ignition,23:58,0,5,1,4,17826,15,Lose,8,2,2,16,12
4/20/2024,Regular Season,1,Team Max,Renzio,Barats,Tank/Fighter,Angela,Support,Flicker,Common,Agility,Tenacity,Brave Smite,23:58,0,2,3,3,13148,15,Lose,8,2,2,16,12
4/20/2024,Regular Season,2,Team Max,Layy,Natan,Marksman,Chip, Support/Tanker,Purify,Mage,Swift,Tenacity,Weakness Finder,19:11,1,5,0,4,15248,15,Win,9,2,1,9,8
4/20/2024,Regular Season,2,Team Max,Tyyy,Tigreal,Tank,Masha,Fighter/Tank,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,19:11,0,1,3,5,8086,15,Win,9,2,1,9,8
4/20/2024,Regular Season,2,Team Max,MasterBiiMo,Luo Yi,Mage,Claude,Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,19:11,0,2,0,10,9441,15,Win,9,2,1,9,8
4/20/2024,Regular Season,2,Team Max,Flick,Barats,Tank/Fighter,Cici,Fighter,Retribution,Tank,Firmness,Seasoned Hunter,Brave Smite,19:11,0,1,2,9,12461,15,Win,9,2,1,9,8
4/20/2024,Regular Season,2,Team Max,Renzio,Lapu-Lapu,Fighter,Ixia,Marksman,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,19:11,0,5,1,3,12546,15,Win,9,2,1,9,8
4/20/2024,Regular Season,2,PRO Esports,Donut,Roger,Fighter/Marksman,Yu Zhong,Fighter,Purify,Common,Rupture,Master Assassin,Impure Rage,19:11,0,1,1,2,12729,15,Lose,2,1,2,8,7
4/20/2024,Regular Season,2,PRO Esports,SAA,Minotaur,Tank/Support,X.Borg,Fighter,Flicker,Tank,Vitality,Wilderness Blessing.,Concussive Blast,19:11,0,1,2,4,7989,15,Lose,2,1,2,8,7
4/20/2024,Regular Season,2,PRO Esports,Naja,Vexana,Mage,Mathilda,Support/Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,19:11,0,3,2,2,9507,15,Lose,2,1,2,8,7
4/20/2024,Regular Season,2,PRO Esports,Boyet,Fredrinn,Fighter/Tank,Joy,Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,19:11,0,1,3,4,9730,15,Lose,2,1,2,8,7
